catalog_number,item_name,price,link,image_url,colors,dimensions,item_type
BC-SO-011,Aarhus sofa with chaise longue right,"$8,249.00",https://www.boconcept.com/en-us/p/aarhus/482aa00-9:482leg0708-14:2063-21:5/,BoConcept_catalog/sofas/Aarhus_sofa_with_chaise_longue_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36/61¼ ""', 'height': '30 ""', 'width': '103¼ ""'}",sofas
BC-SO-012,Amsterdam corner sofa with lounging unit,"$8,499.00",https://www.boconcept.com/en-us/p/amsterdam/435ba00-10:435_sofalegs_2-14:3032-21:4/,BoConcept_catalog/sofas/Amsterdam_corner_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '86¾ ""', 'height': '24¾ ""', 'width': '113½ ""'}",sofas
BC-SO-013,Carmo 3-seater sofa,"$4,599.00",https://www.boconcept.com/en-us/p/carmo/4123001-10:416_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Carmo_3_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28 ""', 'width': '100 ""'}",sofas
BC-SO-014,"Amsterdam Iounging module for sofa, armrest left, open end right","$4,349.00",https://www.boconcept.com/en-us/p/amsterdam/4358100-10:435_sofalegs_2-14:3032-21:5/,BoConcept_catalog/sofas/Amsterdam_Iounging_module_for_sofa_armrest_left_open_end_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '24¾ ""', 'width': '86¾ ""'}",sofas
BC-SO-015,Indivi sofa with chaise longue left,"$3,899.00",https://www.boconcept.com/en-us/p/indivi/422ag00-10:422_sofaleg_high_0708-14:2063-21:4/,BoConcept_catalog/sofas/Indivi_sofa_with_chaise_longue_left.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36/57½ ""', 'height': '32¾ ""', 'width': '91 ""'}",sofas
BC-SO-016,"Bergamo sofa with round lounging unit,right","$9,849.00",https://www.boconcept.com/en-us/p/bergamo/443ap00-14:2063-21:5/,BoConcept_catalog/sofas/Bergamo_sofa_with_round_lounging_unitright.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '52¼ ""', 'height': '32¾ ""', 'width': '141½ ""'}",sofas
BC-SO-017,Bolzano 2.5-seater,"$4,349.00",https://www.boconcept.com/en-us/p/bolzano/4462501-14:3096/,BoConcept_catalog/sofas/Bolzano_25_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '36 ""', 'height': '30 ""', 'width': '72½ ""'}",sofas
BC-SO-018,Salamanca corner sofa,"$10,890.00",https://www.boconcept.com/en-us/p/salamanca/448aj00-10:448_sofaleg_0075-14:3202-21:4/,BoConcept_catalog/sofas/Salamanca_corner_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '84¾ ""', 'height': '37¼ ""', 'width': '129¼ ""'}",sofas
BC-SO-019,Modena 3 seater,"$3,399.00",https://www.boconcept.com/en-us/p/modena/4393001-9:0075-14:3091/,BoConcept_catalog/sofas/Modena_3_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28¾ ""', 'width': '86 ""'}",sofas
BC-SO-020,Carmo corner sofa,"$7,899.00",https://www.boconcept.com/en-us/p/carmo/412aj00-10:416_sofaleg_1-14:3165-21:4/,BoConcept_catalog/sofas/Carmo_corner_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '91½ ""', 'height': '28 ""', 'width': '112¾ ""'}",sofas
BC-SO-021,Taylor sofa sleeper,"$6,699.00",https://www.boconcept.com/en-us/p/taylor/4990390-14:3142/,BoConcept_catalog/sofas/Taylor_sofa_sleeper.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '43½/82¾ ""', 'height': '31½ ""', 'width': '79¾ ""'}",sofas
BC-SO-022,"Osaka sofa, tufted seat","$4,099.00",https://www.boconcept.com/en-us/p/osaka/433ad29-10:40104290_1-14:2257/,BoConcept_catalog/sofas/Osaka_sofa_tufted_seat.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '34½ ""', 'height': '30½ ""', 'width': '95½ ""'}",sofas
BC-SO-023,Modena corner sofa with lounging unit,"$6,759.00",https://www.boconcept.com/en-us/p/modena/439ae00-9:0075-14:3091-21:4/,BoConcept_catalog/sofas/Modena_corner_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '81¼ ""', 'height': '28¾ ""', 'width': '118½ ""'}",sofas
BC-SO-024,Taylor sofa sleeper,"$7,849.00",https://www.boconcept.com/en-us/p/taylor/4990480-14:3143/,BoConcept_catalog/sofas/Taylor_sofa_sleeper.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '43½/82¾ ""', 'height': '31½ ""', 'width': '87½ ""'}",sofas
BC-SO-024,Modena 2 seater,"$2,649.00",https://www.boconcept.com/en-us/p/modena/4392001-9:0075-14:3091/,BoConcept_catalog/sofas/Modena_2_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28¾ ""', 'width': '60¼ ""'}",sofas
BC-SO-025,Modena sofa with resting unit,"$4,999.00",https://www.boconcept.com/en-us/p/modena/439aa00-9:0075-14:3094-21:4/,BoConcept_catalog/sofas/Modena_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '64¼ ""', 'height': '28¾ ""', 'width': '105½ ""'}",sofas
BC-SO-026,Indivi corner sofa right,"$5,129.00",https://www.boconcept.com/en-us/p/indivi/422ar20-10:422_sofaleg_low_0075-14:3160-21:5/,BoConcept_catalog/sofas/Indivi_corner_sofa_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '79¼ ""', 'height': '31½ ""', 'width': '105¼ ""'}",sofas
BC-SO-027,Indivi corner sofa left,"$5,869.00",https://www.boconcept.com/en-us/p/indivi/422ao00-10:422_sofaleg_high_0708-14:2063-21:4/,BoConcept_catalog/sofas/Indivi_corner_sofa_left.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '79¼ ""', 'height': '32¾ ""', 'width': '106¾ ""'}",sofas
BC-SO-028,Zürich sofa with resting unit,"$7,699.00",https://www.boconcept.com/en-us/p/zürich/442ad00-9:0075-14:3092-21:5/,BoConcept_catalog/sofas/Zürich_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '68¼/71 ""', 'height': '36 ""', 'width': '109½ ""'}",sofas
BC-SO-029,Carmo sofa with resting unit,"$7,229.00",https://www.boconcept.com/en-us/p/carmo/412aa00-10:416_sofaleg_1-14:2063-21:4/,BoConcept_catalog/sofas/Carmo_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '67/393700½ ""', 'height': '28 ""', 'width': '113½ ""'}",sofas
BC-SO-030,"Bolzano, chaise longue sofa right","$4,199.00",https://www.boconcept.com/en-us/p/bolzano/4468500-14:3092-21:5/,BoConcept_catalog/sofas/Bolzano_chaise_longue_sofa_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '30 ""', 'width': '69½ ""'}",sofas
BC-SO-031,Indivi 3-seater sofa,"$2,999.00",https://www.boconcept.com/en-us/p/indivi/422af00-10:422_sofaleg_high_0708-14:2063/,BoConcept_catalog/sofas/Indivi_3_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '32¾ ""', 'width': '87½ ""'}",sofas
BC-SO-032,Berne 3 seater,"$4,299.00",https://www.boconcept.com/en-us/p/berne/4453001-9:0075-14:2058/,BoConcept_catalog/sofas/Berne_3_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '33½ ""', 'height': '29¼ ""', 'width': '89 ""'}",sofas
BC-SO-033,Modena sofa with lounging unit,"$4,299.00",https://www.boconcept.com/en-us/p/modena/439aj00-9:0075-14:3092-21:5/,BoConcept_catalog/sofas/Modena_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36¾ ""', 'height': '28¾ ""', 'width': '101½ ""'}",sofas
BC-SO-034,Salamanca 3-seater sofa,"$8,789.00",https://www.boconcept.com/en-us/p/salamanca/448ab00-10:448_sofaleg_0075-14:3202/,BoConcept_catalog/sofas/Salamanca_3_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '44½ ""', 'height': '37¼ ""', 'width': '129¼ ""'}",sofas
BC-SO-035,Indivi 2.5-seater sofa,"$2,699.00",https://www.boconcept.com/en-us/p/indivi/422ac00-10:422_sofaleg_high_0708-14:2063/,BoConcept_catalog/sofas/Indivi_25_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '32¾ ""', 'width': '78 ""'}",sofas
BC-SO-036,Salamanca 3-seater lounge sofa,"$9,889.00",https://www.boconcept.com/en-us/p/salamanca/448an00-10:448_sofaleg_0075-14:3097-21:4/,BoConcept_catalog/sofas/Salamanca_3_seater_lounge_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '73¼ ""', 'height': '37¼ ""', 'width': '130½ ""'}",sofas
BC-SO-037,Hampton corner sofa with adjustable back and storage on right side,"$11,490.00",https://www.boconcept.com/en-us/p/hampton/441ak00-3:5-10:441_sofaleg_1-14:2255-21:4/,BoConcept_catalog/sofas/Hampton_corner_sofa_with_adjustable_back_and_storage_on_right_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '75¼ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-038,Zürich 3 seater,"$4,699.00",https://www.boconcept.com/en-us/p/zürich/4423001-9:0075-14:3254/,BoConcept_catalog/sofas/Zürich_3_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '38¼ ""', 'height': '35½ ""', 'width': '90¼ ""'}",sofas
BC-SO-039,Carmo 2.5-seater sofa,"$4,259.00",https://www.boconcept.com/en-us/p/carmo/4122501-10:416_sofaleg_1-14:2063/,BoConcept_catalog/sofas/Carmo_25_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '28 ""', 'width': '86 ""'}",sofas
BC-SO-040,Bergamo corner sofa with lounging unit,"$11,490.00",https://www.boconcept.com/en-us/p/bergamo/443an00-14:3090-21:5/,BoConcept_catalog/sofas/Bergamo_corner_sofa_with_lounging_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '103¾ ""', 'height': '32¾ ""', 'width': '121½ ""'}",sofas
BC-SO-041,Southampton sofa sleeper,"$14,790.00",https://www.boconcept.com/en-us/p/southampton/499ab00-14:2063/,BoConcept_catalog/sofas/Southampton_sofa_sleeper.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '72¼/82¾ ""', 'height': '33½ ""', 'width': '119½ ""'}",sofas
BC-SO-042,"Hampton sofa with adjustable back and resting unit left side, storage right side","$10,790.00",https://www.boconcept.com/en-us/p/hampton/441bb00-3:5-10:441_sofaleg_1-14:2255-17:6-21:4/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_resting_unit_left_side_storage_right_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '66¾ ""', 'height': '35 ""', 'width': '117½ ""'}",sofas
BC-SO-043,Southampton sofa sleeper,"$8,899.00",https://www.boconcept.com/en-us/p/southampton/4990520-14:2063/,BoConcept_catalog/sofas/Southampton_sofa_sleeper.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '45½/82¾ ""', 'height': '33½ ""', 'width': '71¾ ""'}",sofas
BC-SO-044,Indivi 2.5-seater sofa,"$2,699.00",https://www.boconcept.com/en-us/p/indivi/422ad00-10:422_sofaleg_high_0708-14:2063/,BoConcept_catalog/sofas/Indivi_25_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '32¾ ""', 'width': '74½ ""'}",sofas
BC-SO-045,Amsterdam sofa,"$5,649.00",https://www.boconcept.com/en-us/p/amsterdam/4353001-10:435_sofalegs_2-14:3030/,BoConcept_catalog/sofas/Amsterdam_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '24¾ ""', 'width': '98½ ""'}",sofas
BC-SO-046,Modena corner sofa,"$6,289.00",https://www.boconcept.com/en-us/p/modena/439ag00-9:0075-14:3031-21:4/,BoConcept_catalog/sofas/Modena_corner_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '92¾ ""', 'height': '28¾ ""', 'width': '118½ ""'}",sofas
BC-SO-047,"Amsterdam resting module for sofa, armrest left, open end right","$4,449.00",https://www.boconcept.com/en-us/p/amsterdam/4358000-10:435_sofalegs_2-14:3032-21:5/,BoConcept_catalog/sofas/Amsterdam_resting_module_for_sofa_armrest_left_open_end_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '24¾ ""', 'width': '86¾ ""'}",sofas
BC-SO-048,Indivi 3-seater sofa,"$2,999.00",https://www.boconcept.com/en-us/p/indivi/422ae00-10:422_sofaleg_high_0708-14:2063/,BoConcept_catalog/sofas/Indivi_3_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36 ""', 'height': '32¾ ""', 'width': '91 ""'}",sofas
BC-SO-049,Hampton sofa with adjustable back and storage on the right side,"$4,759.00",https://www.boconcept.com/en-us/p/hampton/4413011-3:5-10:441_sofaleg_1-14:3063/,BoConcept_catalog/sofas/Hampton_sofa_with_adjustable_back_and_storage_on_the_right_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '35 ""', 'width': '101 ""'}",sofas
BC-SO-050,Modena pouf,"$1,249.00",https://www.boconcept.com/en-us/p/modena/4390100-9:0075-14:3091/,BoConcept_catalog/sofas/Modena_pouf.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '38¾ ""', 'height': '16¾ ""', 'width': '26½ ""'}",sofas
BC-SO-051,Bergamo 3 seater,"$4,549.00",https://www.boconcept.com/en-us/p/bergamo/4433001-14:3063/,BoConcept_catalog/sofas/Bergamo_3_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¾ ""', 'height': '32¾ ""', 'width': '97¾ ""'}",sofas
BC-SO-052,Salamanca 2 seater with 2 arms,"$5,899.00",https://www.boconcept.com/en-us/p/salamanca/4482001-10:448_sofaleg_0075-14:3202/,BoConcept_catalog/sofas/Salamanca_2_seater_with_2_arms.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '44½ ""', 'height': '37¼ ""', 'width': '88¼ ""'}",sofas
BC-SO-053,"Osaka corner sofa with lounging unit, tufted seat","$5,729.00",https://www.boconcept.com/en-us/p/osaka/433ci22-10:40104220_2-14:3164-21:5/,BoConcept_catalog/sofas/Osaka_corner_sofa_with_lounging_unit_tufted_seat.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '83½ ""', 'height': '31½ ""', 'width': '122½ ""'}",sofas
BC-SO-054,"Salamanca 2 seater, left arm","$5,449.00",https://www.boconcept.com/en-us/p/salamanca/4482002-10:448_sofaleg_0075-14:3201-21:4/,BoConcept_catalog/sofas/Salamanca_2_seater_left_arm.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '44½ ""', 'height': '37¼ ""', 'width': '84¾ ""'}",sofas
BC-SO-055,Carmo sofa with lounging units,"$5,899.00",https://www.boconcept.com/en-us/p/carmo/412ae00-10:416_sofaleg_1-14:2063-21:4/,BoConcept_catalog/sofas/Carmo_sofa_with_lounging_units.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36/36 ""', 'height': '28 ""', 'width': '113½ ""'}",sofas
BC-SO-056,Southampton sofa sleeper,"$10,390.00",https://www.boconcept.com/en-us/p/southampton/4990530-14:2063/,BoConcept_catalog/sofas/Southampton_sofa_sleeper.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '45½/82¾ ""', 'height': '33½ ""', 'width': '79¾ ""'}",sofas
BC-SO-057,Milano sofa with chaise longue right,"$13,590.00",https://www.boconcept.com/en-us/p/milano/480ab00-14:3331-21:5/,BoConcept_catalog/sofas/Milano_sofa_with_chaise_longue_right.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '36/63 ""', 'height': '30¾ ""', 'width': '106½ ""'}",sofas
BC-SO-058,Milano 3-seater sofa,"$7,349.00",https://www.boconcept.com/en-us/p/milano/4803001-14:3331/,BoConcept_catalog/sofas/Milano_3_seater_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '39½ ""', 'height': '30¾ ""', 'width': '90¾ ""'}",sofas
BC-SO-059,Southampton sofa sleeper,"$13,290.00",https://www.boconcept.com/en-us/p/southampton/499aa00-14:2063/,BoConcept_catalog/sofas/Southampton_sofa_sleeper.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '72¼/82¾ ""', 'height': '33½ ""', 'width': '111½ ""'}",sofas
BC-SO-060,Bergamo 5 seater,"$10,490.00",https://www.boconcept.com/en-us/p/bergamo/443ae00-14:2250/,BoConcept_catalog/sofas/Bergamo_5_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¾ ""', 'height': '32¾ ""', 'width': '149¼ ""'}",sofas
BC-SO-061,Salamanca 4-seater lounge sofa,"$10,890.00",https://www.boconcept.com/en-us/p/salamanca/448al00-10:448_sofaleg_0075-14:3201-21:4/,BoConcept_catalog/sofas/Salamanca_4_seater_lounge_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '73¼ ""', 'height': '37¼ ""', 'width': '170½ ""'}",sofas
BC-SO-062,Carlton corner sofa,"$14,690.00",https://www.boconcept.com/en-us/p/carlton/417af42-10:40104200_1-14:2257-21:5/,BoConcept_catalog/sofas/Carlton_corner_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '110¼ ""', 'height': '30¾ ""', 'width': '110¼ ""'}",sofas
BC-SO-063,Carlton corner sofa with resting unit,"$17,590.00",https://www.boconcept.com/en-us/p/carlton/417ag42-10:40104200_1-14:2250-21:4/,BoConcept_catalog/sofas/Carlton_corner_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '96½ ""', 'height': '30¾ ""', 'width': '124¼ ""'}",sofas
BC-SO-064,Amsterdam ottoman,"$1,699.00",https://www.boconcept.com/en-us/p/amsterdam/4350100-10:435_sofalegs_2-14:2063/,BoConcept_catalog/sofas/Amsterdam_ottoman.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '16¼ ""', 'width': '47 ""'}",sofas
BC-SO-065,Salamanca sofa with resting unit,"$9,889.00",https://www.boconcept.com/en-us/p/salamanca/448ap00-10:448_sofaleg_0075-14:2063/,BoConcept_catalog/sofas/Salamanca_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray","{'depth': '66¾ ""', 'height': '37¼ ""', 'width': '111¼ ""'}",sofas
BC-SO-066,"Osaka sofa with resting unit, tufted seat","$4,699.00",https://www.boconcept.com/en-us/p/osaka/433ce22-10:40104220_3-14:3145-21:4/,BoConcept_catalog/sofas/Osaka_sofa_with_resting_unit_tufted_seat.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '55¾ ""', 'height': '31½ ""', 'width': '92¼ ""'}",sofas
BC-SO-067,Bergamo 2.5-seater lounge sofa,"$9,829.00",https://www.boconcept.com/en-us/p/bergamo/443be00-14:2250-21:5/,BoConcept_catalog/sofas/Bergamo_25_seater_lounge_sofa.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '52¼ ""', 'height': '32¾ ""', 'width': '118 ""'}",sofas
BC-SO-068,"Bergamo 2,5 seater","$5,599.00",https://www.boconcept.com/en-us/p/bergamo/4432501-14:2250/,BoConcept_catalog/sofas/Bergamo_25_seater.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¾ ""', 'height': '32¾ ""', 'width': '86¾ ""'}",sofas
BC-SO-069,Bergamo sofa with resting unit,"$9,889.00",https://www.boconcept.com/en-us/p/bergamo/443aa00-14:2063-21:5/,BoConcept_catalog/sofas/Bergamo_sofa_with_resting_unit.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '65 ""', 'height': '32¾ ""', 'width': '126 ""'}",sofas
BC-SO-070,Bergamo 3-seater lounge sofa with storage,"$8,229.00",https://www.boconcept.com/en-us/p/bergamo/443bc00-14:3200-21:4/,BoConcept_catalog/sofas/Bergamo_3_seater_lounge_sofa_with_storage.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¾ ""', 'height': '32¾ ""', 'width': '147¼ ""'}",sofas
BC-SO-071,"Osaka corner sofa with lounging unit, tufted seat","$6,679.00",https://www.boconcept.com/en-us/p/osaka/433ai22-10:40104220_2-14:2274-21:5/,BoConcept_catalog/sofas/Osaka_corner_sofa_with_lounging_unit_tufted_seat.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '83½ ""', 'height': '31½ ""', 'width': '124¼ ""'}",sofas
BC-SO-072,Amsterdam sofa with pouf on right side,"$6,249.00",https://www.boconcept.com/en-us/p/amsterdam/435aq00-10:435_sofalegs_2-14:2063-21:5/,BoConcept_catalog/sofas/Amsterdam_sofa_with_pouf_on_right_side.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '42¼ ""', 'height': '24¾ ""', 'width': '118¼ ""'}",sofas
BC-SO-073,Bergamo corner sofa with lounging unit and pouf w/storage,"$13,690.00",https://www.boconcept.com/en-us/p/bergamo/443al00-4:0702-14:2250-21:5/,BoConcept_catalog/sofas/Bergamo_corner_sofa_with_lounging_unit_and_pouf_wstorage.jpg,"Beige, Yellow, Brown, Green, White, Red, Blue, Dark Gray, Gray, Black","{'depth': '103¾ ""', 'height': '32¾ ""', 'width': '137¼ ""'}",sofas
